date,state,crop,modal_price
2025-05-19,Jammu and Kashmir,Bitter gourd,2000
2025-05-19,Jammu and Kashmir,Cabbage,1500
2025-05-19,Jammu and Kashmir,Carrot,2000
2025-05-19,Kerala,Banana - Green,4500
2025-05-19,Kerala,Beetroot,3800
2025-05-19,Kerala,Brinjal,3400
2025-05-19,Kerala,Drumstick,6000
2025-05-19,Kerala,Garlic,0
2025-05-19,Kerala,Tomato,3500
2025-05-19,Kerala,Ashgourd,2200
2025-05-19,Kerala,Bhindi(Ladies Finger),5000
2025-05-19,Kerala,Carrot,4000
2025-05-19,Kerala,Ashgourd,3000
2025-05-19,Kerala,Banana - Green,5000
2025-05-19,Kerala,Bitter gourd,5000
2025-05-19,Kerala,Brinjal,4000
2025-05-19,Kerala,Cauliflower,4000
2025-05-19,Kerala,Banana - Green,6000
2025-05-19,Kerala,Brinjal,3000
2025-05-19,Kerala,Cowpea(Veg),5000
2025-05-19,Kerala,Green Chilli,4000
2025-05-19,Kerala,Pumpkin,2000
2025-05-19,Kerala,Snakeguard,3500
2025-05-19,Kerala,Carrot,3500
2025-05-19,Kerala,Cluster beans,2800
2025-05-19,Kerala,Cucumbar(Kheera),6000
2025-05-19,Kerala,Drumstick,6500
2025-05-19,Kerala,Ginger(Green),6000
2025-05-19,Kerala,Amphophalus,6100
2025-05-19,Kerala,Banana,0
2025-05-19,Kerala,Banana,0
2025-05-19,Kerala,Amaranthus,2000
2025-05-19,Kerala,Cabbage,1800
2025-05-19,Kerala,Cucumbar(Kheera),1500
2025-05-19,Kerala,Garlic,11500
2025-05-19,Kerala,Green Chilli,3000
2025-05-19,Kerala,Little gourd (Kundru),4000
2025-05-19,Kerala,Mango (Raw-Ripe),3500
2025-05-19,Kerala,Pineapple,4000
2025-05-19,Kerala,Amaranthus,2300
2025-05-19,Kerala,Ashgourd,1000
2025-05-19,Kerala,Banana,2200
2025-05-19,Kerala,Bitter gourd,5200
2025-05-19,Kerala,Cowpea(Veg),5000
2025-05-19,Kerala,Drumstick,7500
2025-05-19,Kerala,Tapioca,1500
2025-05-19,Kerala,Bottle gourd,4000
2025-05-19,Kerala,Brinjal,4800
2025-05-19,Kerala,Cabbage,3300
2025-05-19,Kerala,Indian Beans (Seam),10000
2025-05-19,Kerala,Leafy Vegetable,6000
2025-05-19,Kerala,Little gourd (Kundru),3800
2025-05-19,Kerala,Potato,3800
2025-05-19,Kerala,Orange,8000
2025-05-19,Kerala,Raddish,3000
2025-05-19,Kerala,Snakeguard,4000
2025-05-19,Kerala,Tender Coconut,5000
2025-05-19,Kerala,Banana - Green,6000
2025-05-19,Kerala,Coconut Oil,31000
2025-05-19,Kerala,Cowpea(Veg),3500
2025-05-19,Kerala,Bhindi(Ladies Finger),3200
2025-05-19,Kerala,Brinjal,2500
2025-05-19,Kerala,Cabbage,2100
2025-05-19,Kerala,Cucumbar(Kheera),1500
2025-05-19,Kerala,Elephant Yam (Suran),6000
2025-05-19,Kerala,Ginger(Green),4000
2025-05-19,Kerala,Mango (Raw-Ripe),2800
2025-05-19,Kerala,Onion,5000
2025-05-19,Kerala,Pumpkin,1400
2025-05-19,Kerala,Amaranthus,3000
2025-05-19,Kerala,Bitter gourd,7000
2025-05-19,Kerala,Elephant Yam (Suran),6500
2025-05-19,Kerala,Green Chilli,3000
2025-05-19,Kerala,Onion,1900
2025-05-19,Kerala,Pumpkin,1500
2025-05-19,Kerala,Ashgourd,1400
2025-05-19,Kerala,Grapes,6000
2025-05-19,Kerala,Green Chilli,4600
2025-05-19,Kerala,Onion,1800
2025-05-19,Kerala,Orange,11500
2025-05-19,Kerala,Banana - Green,4000
2025-05-19,Kerala,Cabbage,1200
2025-05-19,Kerala,Ginger(Green),3300
2025-05-19,Kerala,Tomato,1500
2025-05-19,Kerala,Amaranthus,2500
2025-05-19,Kerala,Ashgourd,1400
2025-05-19,Kerala,Bitter gourd,6000
2025-05-19,Kerala,Amaranthus,2700
2025-05-19,Kerala,Ashgourd,1300
2025-05-19,Kerala,Bitter gourd,5900
2025-05-19,Kerala,Brinjal,2700
2025-05-19,Kerala,Carrot,3800
2025-05-19,Kerala,Cauliflower,2800
2025-05-19,Kerala,Coriander(Leaves),7800
2025-05-19,Kerala,Snakeguard,3000
2025-05-19,Kerala,Amaranthus,1800
2025-05-19,Kerala,Brinjal,2100
2025-05-19,Kerala,Snakeguard,2300
2025-05-19,Kerala,Amaranthus,1800
2025-05-19,Kerala,Amla(Nelli Kai),4300
2025-05-19,Kerala,Amphophalus,5800
2025-05-19,Kerala,Apple,16800
2025-05-19,Kerala,Banana - Green,3000
2025-05-19,Kerala,Bitter gourd,6300
2025-05-19,Kerala,Bottle gourd,1800
2025-05-19,Kerala,Cabbage,1200
2025-05-19,Kerala,Green Chilli,3600
2025-05-19,Kerala,Lemon,9300
2025-05-19,Kerala,Papaya (Raw),2800
2025-05-19,Kerala,Sweet Potato,1800
2025-05-19,Kerala,Amphophalus,6000
2025-05-19,Kerala,Ashgourd,800
2025-05-19,Kerala,Bottle gourd,1800
2025-05-19,Kerala,Potato,2000
2025-05-19,Kerala,Banana,3500
2025-05-19,Kerala,Banana - Green,2800
2025-05-19,Kerala,Bhindi(Ladies Finger),2500
2025-05-19,Kerala,Carrot,3500
2025-05-19,Kerala,Drumstick,6500
2025-05-19,Kerala,Potato,3500
2025-05-19,Kerala,Raddish,2500
2025-05-19,Kerala,Tapioca,2800
2025-05-19,Kerala,Banana,5000
2025-05-19,Kerala,Beetroot,4000
2025-05-19,Kerala,Banana,5600
2025-05-19,Kerala,Bhindi(Ladies Finger),2200
2025-05-19,Kerala,Brinjal,2000
2025-05-19,Kerala,Cowpea(Veg),2000
2025-05-19,Kerala,Ginger(Green),5000
2025-05-19,Kerala,Banana,7800
2025-05-19,Kerala,Banana,3000
2025-05-19,Kerala,Brinjal,2800
2025-05-19,Kerala,Cabbage,3500
2025-05-19,Nagaland,Green Chilli,16000
2025-05-19,Odisha,Brinjal,2800
2025-05-19,Odisha,Pumpkin,600
2025-05-19,Odisha,Bottle gourd,1200
2025-05-19,Odisha,Lemon,3600
2025-05-19,Odisha,Potato,1800
2025-05-19,Odisha,Tomato,1800
2025-05-19,Odisha,Water Melon,1500
2025-05-19,Odisha,Tomato,1650
2025-05-19,Odisha,Pumpkin,1500
2025-05-19,Odisha,Bitter gourd,2000
2025-05-19,Odisha,Cabbage,1200
2025-05-19,Odisha,Potato,1200
2025-05-19,Odisha,Potato,1000
2025-05-19,Odisha,Banana - Green,2500
2025-05-19,Odisha,Bitter gourd,2500
2025-05-19,Odisha,Pumpkin,1100
2025-05-19,Odisha,Bitter gourd,4500
2025-05-19,Odisha,Cucumbar(Kheera),4000
2025-05-19,Odisha,Pointed gourd (Parval),4500
2025-05-19,Odisha,Bhindi(Ladies Finger),800
2025-05-19,Odisha,Green Chilli,2800
2025-05-19,Odisha,Mango,2800
2025-05-19,Odisha,Brinjal,2000
2025-05-19,Odisha,Cauliflower,2600
2025-05-19,Odisha,Papaya (Raw),1400
2025-05-19,Odisha,Bhindi(Ladies Finger),3000
2025-05-19,Odisha,Cucumbar(Kheera),4000
2025-05-19,Odisha,Tomato,2500
2025-05-19,Odisha,Brinjal,3000
2025-05-19,Odisha,Cucumbar(Kheera),4000
2025-05-19,Odisha,Pointed gourd (Parval),4000
2025-05-19,Odisha,Cabbage,3000
2025-05-19,Odisha,Bhindi(Ladies Finger),4000
2025-05-19,Odisha,Bhindi(Ladies Finger),2000
2025-05-19,Odisha,Potato,1500
2025-05-19,Odisha,Pumpkin,800
2025-05-19,Punjab,Green Chilli,2500
2025-05-19,Punjab,Potato,1300
2025-05-19,Punjab,Apple,8000
2025-05-19,Punjab,Banana,4000
2025-05-19,Punjab,Bhindi(Ladies Finger),2000
2025-05-19,Punjab,Bitter gourd,2000
2025-05-19,Punjab,Ginger(Green),3000
2025-05-19,Punjab,Pumpkin,500
2025-05-19,Punjab,Bhindi(Ladies Finger),1200
2025-05-19,Punjab,Mousambi(Sweet Lime),4000
2025-05-19,Punjab,Tinda,1500
2025-05-19,Punjab,Banana,2500
2025-05-19,Punjab,Banana,2600
2025-05-19,Punjab,Green Chilli,3500
2025-05-19,Punjab,Ginger(Dry),5000
2025-05-19,Punjab,Lemon,6000
2025-05-19,Punjab,Water Melon,800
2025-05-19,Punjab,Little gourd (Kundru),700
2025-05-19,Punjab,Green Chilli,1800
2025-05-19,Punjab,Apple,4000
2025-05-19,Punjab,Banana,1600
2025-05-19,Punjab,Mousambi(Sweet Lime),2000
2025-05-19,Punjab,Water Melon,600
2025-05-19,Punjab,Bhindi(Ladies Finger),2200
2025-05-19,Punjab,Bhindi(Ladies Finger),800
2025-05-19,Punjab,Brinjal,800
2025-05-19,Punjab,Green Chilli,1200
2025-05-19,Punjab,Potato,800
2025-05-19,Punjab,Ridgeguard(Tori),1000
2025-05-19,Punjab,Tinda,1000
2025-05-19,Punjab,Bhindi(Ladies Finger),1500
2025-05-19,Punjab,Onion,1300
2025-05-19,Punjab,Tomato,800
2025-05-19,Punjab,Garlic,6500
2025-05-19,Punjab,Long Melon(Kakri),1000
2025-05-19,Punjab,Plum,7500
2025-05-19,Punjab,Sponge gourd,2500
2025-05-19,Punjab,Tomato,450
2025-05-19,Punjab,Water Melon,800
2025-05-19,Punjab,Apple,9000
2025-05-19,Punjab,Bhindi(Ladies Finger),2100
2025-05-19,Punjab,Garlic,4300
2025-05-19,Punjab,Mango,4500
2025-05-19,Punjab,Tinda,1400
2025-05-19,Punjab,Green Chilli,2000
2025-05-19,Punjab,Papaya,3500
2025-05-19,Punjab,Water Melon,800
2025-05-19,Punjab,Potato,1000
2025-05-19,Punjab,Tinda,4000
2025-05-19,Punjab,Tomato,1200
2025-05-19,Punjab,Bottle gourd,1000
2025-05-19,Punjab,Green Chilli,1500
2025-05-19,Punjab,Bottle gourd,500
2025-05-19,Rajasthan,Guar,4500
2025-05-19,Rajasthan,Banana,2600
2025-05-19,Rajasthan,Bitter gourd,1700
2025-05-19,Rajasthan,Brinjal,800
2025-05-19,Rajasthan,Cucumbar(Kheera),600
2025-05-19,Rajasthan,Karbuja(Musk Melon),1300
2025-05-19,Rajasthan,Mousambi(Sweet Lime),3800
2025-05-19,Rajasthan,Garlic,5800
2025-05-19,Rajasthan,Mustard,5537
2025-05-19,Rajasthan,Banana,1500
2025-05-19,Rajasthan,Cabbage,400
2025-05-19,Rajasthan,Karbuja(Musk Melon),1500
2025-05-19,Rajasthan,Potato,900
2025-05-19,Rajasthan,Tinda,3000
2025-05-19,Rajasthan,Tomato,500
2025-05-19,Rajasthan,Wheat,2400
2025-05-19,Rajasthan,Guar Seed(Cluster Beans Seed),4700
2025-05-19,Rajasthan,Isabgul (Psyllium),9000
2025-05-19,Rajasthan,Corriander seed,5911
2025-05-19,Rajasthan,Garlic,4450
2025-05-19,Rajasthan,Mustard,5751
2025-05-19,Rajasthan,Paddy(Dhan)(Common),2701
2025-05-19,Rajasthan,Soyabean,4130
2025-05-19,Rajasthan,Wheat,2401
2025-05-19,Rajasthan,Onion,1000
2025-05-19,Rajasthan,Potato,900
2025-05-19,Rajasthan,Potato,1000
2025-05-19,Telangana,Bitter gourd,2000
2025-05-19,Telangana,French Beans (Frasbean),8000
2025-05-19,Telangana,Garlic,2000
2025-05-19,Telangana,Onion,1100
2025-05-19,Telangana,Paddy(Dhan)(Common),2300
2025-05-19,Telangana,Paddy(Dhan)(Common),2300
2025-05-19,Telangana,Paddy(Dhan)(Common),2300
2025-05-19,Telangana,Banana - Green,900
2025-05-19,Telangana,Bitter gourd,3200
2025-05-19,Telangana,Capsicum,4700
2025-05-19,Telangana,Carrot,2800
2025-05-19,Telangana,Cauliflower,2300
2025-05-19,Telangana,Colacasia,3500
2025-05-19,Telangana,Field Pea,6500
2025-05-19,Telangana,Green Chilli,4000
2025-05-19,Telangana,Yam (Ratalu),6500
2025-05-19,Telangana,Bottle gourd,900
2025-05-19,Telangana,Cluster beans,3500
2025-05-19,Telangana,Ridgeguard(Tori),3500
2025-05-19,Telangana,Tomato,1300
2025-05-19,Tripura,Indian Beans (Seam),3600
2025-05-19,Tripura,Potato,2300
2025-05-19,Tripura,Cowpea(Veg),3850
2025-05-19,Tripura,Ginger(Green),5850
2025-05-19,Tripura,Cucumbar(Kheera),3300
2025-05-19,Tripura,Fish,29000
2025-05-19,Tripura,Potato,1700
2025-05-19,Tripura,Ridgeguard(Tori),4000
2025-05-19,Tripura,Potato,1500
2025-05-19,Tripura,Bitter gourd,5900
2025-05-19,Tripura,Brinjal,1900
2025-05-19,Tripura,Cowpea(Veg),3900
2025-05-19,Uttar Pradesh,Bottle gourd,500
2025-05-19,Uttar Pradesh,Brinjal,700
2025-05-19,Uttar Pradesh,Potato,900
2025-05-19,Uttar Pradesh,Onion,1600
2025-05-19,Uttar Pradesh,Apple,10560
2025-05-19,Uttar Pradesh,Banana - Green,1750
2025-05-19,Uttar Pradesh,Potato,980
2025-05-19,Uttar Pradesh,Bhindi(Ladies Finger),1520
2025-05-19,Uttar Pradesh,Bottle gourd,780
2025-05-19,Uttar Pradesh,Green Chilli,1780
2025-05-19,Uttar Pradesh,Pomegranate,8000
2025-05-19,Uttar Pradesh,Pumpkin,650
2025-05-19,Uttar Pradesh,Rice,3200
2025-05-19,Uttar Pradesh,Bottle gourd,800
2025-05-19,Uttar Pradesh,Brinjal,800
2025-05-19,Uttar Pradesh,Gur(Jaggery),4090
2025-05-19,Uttar Pradesh,Onion,1150
2025-05-19,Uttar Pradesh,Onion,1050
2025-05-19,Uttar Pradesh,Tomato,750
2025-05-19,Uttar Pradesh,Brinjal,1300
2025-05-19,Uttar Pradesh,Raddish,1350
2025-05-19,Uttar Pradesh,Ridgeguard(Tori),1750
2025-05-19,Uttar Pradesh,Water Melon,900
2025-05-19,Uttar Pradesh,Wheat,2450
2025-05-19,Uttar Pradesh,Wheat,2400
2025-05-19,Uttar Pradesh,Potato,1700
2025-05-19,Uttar Pradesh,Apple,10910
2025-05-19,Uttar Pradesh,Barley (Jau),2220
2025-05-19,Uttar Pradesh,Lemon,7165
2025-05-19,Uttar Pradesh,Pointed gourd (Parval),2300
2025-05-19,Uttar Pradesh,Pumpkin,720
2025-05-19,Uttar Pradesh,Rice,3245
2025-05-19,Uttar Pradesh,Tomato,710
2025-05-19,Uttar Pradesh,Apple,11500
2025-05-19,Uttar Pradesh,Bhindi(Ladies Finger),1450
2025-05-19,Uttar Pradesh,Tomato,1020
2025-05-19,Uttar Pradesh,Apple,11010
2025-05-19,Uttar Pradesh,Green Chilli,2300
2025-05-19,Uttar Pradesh,Green Chilli,1000
2025-05-19,Uttar Pradesh,Ridgeguard(Tori),1000
2025-05-19,Uttar Pradesh,Tomato,1000
2025-05-19,Uttar Pradesh,Potato,1100
2025-05-19,Uttar Pradesh,Banana - Green,1400
2025-05-19,Uttar Pradesh,Brinjal,1200
2025-05-19,Uttar Pradesh,Cauliflower,1100
2025-05-19,Uttar Pradesh,Colacasia,1200
2025-05-19,Uttar Pradesh,Garlic,5100
2025-05-19,Uttar Pradesh,Ginger(Green),8100
2025-05-19,Uttar Pradesh,Bajra(Pearl Millet/Cumbu),2150
2025-05-19,Uttar Pradesh,Green Chilli,1400
2025-05-19,Uttar Pradesh,Brinjal,1000
2025-05-19,Uttar Pradesh,Potato,1150
2025-05-19,Uttar Pradesh,Tomato,760
2025-05-19,Uttar Pradesh,Wheat,2425
2025-05-19,Uttar Pradesh,Gur(Jaggery),3000
2025-05-19,Uttar Pradesh,Orange,3400
2025-05-19,Uttar Pradesh,Wheat,2425
2025-05-19,Uttar Pradesh,Firewood,400
2025-05-19,Uttar Pradesh,White Peas,3200
2025-05-19,Uttar Pradesh,Apple,11570
2025-05-19,Uttar Pradesh,Green Chilli,1680
2025-05-19,Uttar Pradesh,Lemon,6925
2025-05-19,Uttar Pradesh,Mustard,6140
2025-05-19,Uttar Pradesh,Tomato,660
2025-05-19,Uttar Pradesh,Cauliflower,1400
2025-05-19,Uttar Pradesh,Onion,3900
2025-05-19,Uttar Pradesh,Banana,1000
2025-05-19,Uttar Pradesh,Brinjal,700
2025-05-19,Uttar Pradesh,Tomato,500
2025-05-19,Uttar Pradesh,Bottle gourd,1085
2025-05-19,Uttar Pradesh,Brinjal,1338
2025-05-19,Uttar Pradesh,Ginger(Green),4035
2025-05-19,Uttar Pradesh,Lemon,6850
2025-05-19,Uttar Pradesh,Papaya,2750
2025-05-19,Uttar Pradesh,Pumpkin,1005
2025-05-19,Uttar Pradesh,Wheat,2455
2025-05-19,Uttar Pradesh,Onion,1160
2025-05-19,Uttar Pradesh,Green Chilli,2000
2025-05-19,Uttar Pradesh,Brinjal,1000
2025-05-19,Uttar Pradesh,Mustard,5000
2025-05-19,Uttar Pradesh,Onion,1600
2025-05-19,Uttar Pradesh,Onion,900
2025-05-19,Uttar Pradesh,Potato,700
2025-05-19,Uttar Pradesh,Banana,1150
2025-05-19,Uttar Pradesh,Wheat,2445
2025-05-19,Uttar Pradesh,Wood,500
2025-05-19,Uttar Pradesh,Green Chilli,2200
2025-05-19,Uttar Pradesh,Pumpkin,700
2025-05-19,Uttar Pradesh,Rice,2450
2025-05-19,Uttar Pradesh,Wheat,2400
2025-05-19,Uttrakhand,Pomegranate,4000
2025-05-19,Uttrakhand,Bitter gourd,600
2025-05-19,Uttrakhand,Apple,8500
2025-05-19,Uttrakhand,Banana,1400
2025-05-19,Uttrakhand,Bhindi(Ladies Finger),1000
2025-05-19,Uttrakhand,Bitter gourd,1500
2025-05-19,Uttrakhand,Lemon,7000
2025-05-19,Uttrakhand,Mousambi(Sweet Lime),3500
2025-05-19,Uttrakhand,Pumpkin,400
2025-05-19,Uttrakhand,Banana,1200
2025-05-19,Uttrakhand,Cucumbar(Kheera),500
2025-05-19,Uttrakhand,Karbuja(Musk Melon),900
2025-05-19,Uttrakhand,Onion,1200
2025-05-19,Uttrakhand,Brinjal,550
2025-05-19,Uttrakhand,Onion,2000
2025-05-19,Uttrakhand,Tomato,800
2025-05-19,Uttrakhand,Bhindi(Ladies Finger),2300
2025-05-19,Uttrakhand,Tinda,2600
2025-05-19,Uttrakhand,Wheat,2430
2025-05-19,West Bengal,Mustard,5700
2025-05-19,West Bengal,Paddy(Dhan)(Common),2260
2025-05-19,West Bengal,Potato,1240
2025-05-19,West Bengal,Rice,4550
2025-05-19,West Bengal,Brinjal,3400
2025-05-19,West Bengal,Pointed gourd (Parval),1400
2025-05-19,West Bengal,Potato,1200
2025-05-19,West Bengal,Rice,4100
2025-05-19,West Bengal,Onion,1400
2025-05-19,West Bengal,Green Chilli,3600
2025-05-19,West Bengal,Potato,2250
2025-05-19,West Bengal,Pumpkin,1400
2025-05-19,West Bengal,Rice,3800
2025-05-19,West Bengal,Potato,1300
2025-05-19,West Bengal,Rice,3600
2025-05-19,West Bengal,Brinjal,2000
2025-05-19,West Bengal,Brinjal,4200
2025-05-19,West Bengal,Cabbage,1700
2025-05-19,West Bengal,Rice,3500
2025-05-19,West Bengal,Rice,5450
2025-05-19,West Bengal,Jute,6200
2025-05-19,West Bengal,Rice,4400
2025-05-19,Andhra Pradesh,Banana,1040
2025-05-19,Andhra Pradesh,Banana,2600
2025-05-19,Andhra Pradesh,Paddy(Dhan)(Common),2400
2025-05-19,Andhra Pradesh,Cotton,7121
2025-05-19,Andhra Pradesh,Lemon,1500
2025-05-19,Gujarat,Guar,4250
2025-05-19,Gujarat,Green Gram (Moong)(Whole),5250
2025-05-19,Gujarat,Soyabean,3550
2025-05-19,Gujarat,Wheat,2250
2025-05-19,Gujarat,Bajra(Pearl Millet/Cumbu),2600
2025-05-19,Gujarat,Cotton,4500
2025-05-19,Gujarat,Jowar(Sorghum),3000
2025-05-19,Gujarat,Arhar (Tur/Red Gram)(Whole),5600
2025-05-19,Gujarat,Cotton,4600
2025-05-19,Gujarat,Jowar(Sorghum),3200
2025-05-19,Gujarat,Paddy(Dhan)(Common),1500
2025-05-19,Gujarat,Wheat,2575
2025-05-19,Gujarat,Ground Nut Seed,5705
2025-05-19,Gujarat,Bottle gourd,250
2025-05-19,Gujarat,Brinjal,500
2025-05-19,Gujarat,Green Chilli,1250
2025-05-19,Gujarat,Wheat,2500
2025-05-19,Gujarat,Maize,1800
2025-05-19,Gujarat,Soyabean,4000
2025-05-19,Gujarat,Wheat,2350
2025-05-19,Gujarat,Mango,850
2025-05-19,Gujarat,Bhindi(Ladies Finger),1500
2025-05-19,Gujarat,Bitter gourd,2500
2025-05-19,Gujarat,Capsicum,2500
2025-05-19,Gujarat,Carrot,1000
2025-05-19,Gujarat,Green Chilli,2500
2025-05-19,Gujarat,Mango (Raw-Ripe),3000
2025-05-19,Gujarat,Papaya (Raw),500
2025-05-19,Gujarat,Peas cod,8000
2025-05-19,Gujarat,Potato,700
2025-05-19,Gujarat,Sponge gourd,1000
2025-05-19,Gujarat,Yam (Ratalu),4500
2025-05-19,Gujarat,Soanf,6675
2025-05-19,Gujarat,Apple,17500
2025-05-19,Gujarat,Bottle gourd,2000
2025-05-19,Gujarat,Cabbage,1000
2025-05-19,Gujarat,Coriander(Leaves),3500
2025-05-19,Gujarat,Water Melon,500
2025-05-19,Gujarat,Bhindi(Ladies Finger),2500
2025-05-19,Gujarat,Cauliflower,2500
2025-05-19,Gujarat,Spinach,700
2025-05-19,Gujarat,Tomato,1400
2025-05-19,Haryana,Onion,800
2025-05-19,Haryana,Bitter gourd,1500
2025-05-19,Haryana,Bhindi(Ladies Finger),2000
2025-05-19,Haryana,Cabbage,400
2025-05-19,Haryana,Capsicum,2000
2025-05-19,Haryana,Lemon,8000
2025-05-19,Haryana,Mango,5000
2025-05-19,Haryana,Pumpkin,600
2025-05-19,Haryana,Ridgeguard(Tori),3000
2025-05-19,Haryana,Bhindi(Ladies Finger),1500
2025-05-19,Haryana,Brinjal,800
2025-05-19,Haryana,Cucumbar(Kheera),600
2025-05-19,Haryana,Mango,5000
2025-05-19,Haryana,Potato,900
2025-05-19,Haryana,Banana,3000
2025-05-19,Haryana,Onion,900
2025-05-19,Haryana,Bitter gourd,2500
2025-05-19,Haryana,Lemon,6000
2025-05-19,Haryana,Mango,3000
2025-05-19,Haryana,Mousambi(Sweet Lime),3000
2025-05-19,Haryana,Sponge gourd,1500
2025-05-19,Haryana,Water Melon,500
2025-05-19,Haryana,Onion,1500
2025-05-19,Haryana,Potato,1200
2025-05-19,Haryana,Ridgeguard(Tori),1500
2025-05-19,Haryana,Tomato,1000
2025-05-19,Haryana,Tomato,1500
2025-05-19,Haryana,Banana,2200
2025-05-19,Haryana,Cabbage,400
2025-05-19,Haryana,Cucumbar(Kheera),500
2025-05-19,Haryana,Cabbage,500
2025-05-19,Haryana,Capsicum,1500
2025-05-19,Haryana,Pumpkin,500
2025-05-19,Haryana,Bottle gourd,1000
2025-05-19,Haryana,Banana,2500
2025-05-19,Haryana,Bitter gourd,1800
2025-05-19,Haryana,Cauliflower,2400
2025-05-19,Haryana,Onion,1800
2025-05-19,Haryana,Tomato,700
2025-05-19,Haryana,Bhindi(Ladies Finger),1500
2025-05-19,Haryana,Brinjal,800
2025-05-19,Haryana,Tomato,600
2025-05-19,Haryana,Colacasia,2500
2025-05-19,Haryana,Mango,4000
2025-05-19,Haryana,Sponge gourd,1000
2025-05-19,Himachal Pradesh,Banana,4500
2025-05-19,Himachal Pradesh,Spinach,2500
2025-05-19,Himachal Pradesh,Bitter gourd,3000
2025-05-19,Himachal Pradesh,Cabbage,1000
2025-05-19,Himachal Pradesh,Ginger(Green),7000
2025-05-19,Himachal Pradesh,Peas Wet,8000
2025-05-19,Himachal Pradesh,Sponge gourd,2500
2025-05-19,Himachal Pradesh,Bhindi(Ladies Finger),3200
2025-05-19,Himachal Pradesh,Bitter gourd,2800
2025-05-19,Himachal Pradesh,Brinjal,1800
2025-05-19,Himachal Pradesh,Cabbage,1000
2025-05-19,Himachal Pradesh,Cauliflower,5000
2025-05-19,Himachal Pradesh,French Beans (Frasbean),6000
2025-05-19,Himachal Pradesh,Garlic,9000
2025-05-19,Himachal Pradesh,Mousambi(Sweet Lime),6000
2025-05-19,Himachal Pradesh,Pomegranate,10000
2025-05-19,Himachal Pradesh,Potato,1000
2025-05-19,Himachal Pradesh,Banana,4000
2025-05-19,Himachal Pradesh,Bottle gourd,1000
2025-05-19,Himachal Pradesh,Brinjal,1200
2025-05-19,Himachal Pradesh,Carrot,1800
2025-05-19,Himachal Pradesh,Colacasia,5000
2025-05-19,Himachal Pradesh,Karbuja(Musk Melon),2000
2025-05-19,Himachal Pradesh,Onion,2000
2025-05-19,Himachal Pradesh,Sponge gourd,2500
2025-05-19,Himachal Pradesh,Tinda,2500
2025-05-19,Himachal Pradesh,Tomato,1000
2025-05-19,Himachal Pradesh,Water Melon,1000
2025-05-19,Himachal Pradesh,Brinjal,2400
2025-05-19,Himachal Pradesh,Cabbage,1000
2025-05-19,Himachal Pradesh,French Beans (Frasbean),7500
2025-05-19,Himachal Pradesh,Mousambi(Sweet Lime),5400
2025-05-19,Himachal Pradesh,Raddish,4000
2025-05-19,Himachal Pradesh,Beetroot,3800
2025-05-19,Himachal Pradesh,Bhindi(Ladies Finger),3000
2025-05-19,Himachal Pradesh,Cabbage,1100
2025-05-19,Himachal Pradesh,Carrot,2200
2025-05-19,Himachal Pradesh,French Beans (Frasbean),6700
2025-05-19,Himachal Pradesh,Mango,6500
2025-05-19,Himachal Pradesh,Mousambi(Sweet Lime),6500
2025-05-19,Himachal Pradesh,Pumpkin,1500
2025-05-19,Himachal Pradesh,Cucumbar(Kheera),1000
2025-05-19,Himachal Pradesh,Pumpkin,1000
2025-05-19,Himachal Pradesh,Apricot(Jardalu/Khumani),7000
2025-05-19,Himachal Pradesh,Banana,4500
2025-05-19,Himachal Pradesh,Cabbage,1000
2025-05-19,Himachal Pradesh,Garlic,9000
2025-05-19,Himachal Pradesh,Grapes,10000
2025-05-19,Himachal Pradesh,Guava,10000
2025-05-19,Himachal Pradesh,Onion,1700
2025-05-19,Himachal Pradesh,Tomato,1400
2025-05-19,Himachal Pradesh,Banana,3000
2025-05-19,Himachal Pradesh,Bottle gourd,1300
2025-05-19,Himachal Pradesh,Brinjal,1600
2025-05-19,Himachal Pradesh,Cabbage,1000
2025-05-19,Himachal Pradesh,Cauliflower,4800
2025-05-19,Himachal Pradesh,Garlic,8000
2025-05-19,Himachal Pradesh,Pumpkin,1000
2025-05-19,Himachal Pradesh,Sponge gourd,2800
2025-05-19,Jammu and Kashmir,Banana,3500
2025-05-19,Jammu and Kashmir,Bitter gourd,2000
2025-05-19,Jammu and Kashmir,Cabbage,500
2025-05-19,Jammu and Kashmir,Cucumbar(Kheera),1200
2025-05-19,Jammu and Kashmir,Mousambi(Sweet Lime),6000
2025-05-19,Jammu and Kashmir,Papaya,4000
2025-05-19,Jammu and Kashmir,Pineapple,3500
2025-05-19,Jammu and Kashmir,Potato,800
2025-05-19,Jammu and Kashmir,Spinach,1500
2025-05-19,Jammu and Kashmir,Apple,12000
2025-05-19,Kerala,Cluster beans,7600
2025-05-19,Kerala,Coconut,5500
2025-05-19,Kerala,Colacasia,5800
2025-05-19,Kerala,Green Chilli,3500
2025-05-19,Kerala,Mango (Raw-Ripe),0
2025-05-19,Kerala,Onion,5700
2025-05-19,Kerala,Brinjal,3000
2025-05-19,Kerala,Potato,4500
2025-05-19,Kerala,Amaranthus,5000
2025-05-19,Kerala,Amphophalus,5000
2025-05-19,Kerala,Bhindi(Ladies Finger),4000
2025-05-19,Kerala,Bottle gourd,1000
2025-05-19,Kerala,Carrot,5000
2025-05-19,Kerala,Cowpea(Veg),4000
2025-05-19,Kerala,Cucumbar(Kheera),3000
2025-05-19,Kerala,Mango,5000
